datetime_UTC,site_id,depth_m,replicate,is_timeseries,volumetric_water_content_m3_m3,gravimetric_water_content_gH2O_gs,water_potential_kPa
2019-07-02 06:00:00+00:00,TDR001,0.25,1,False,0.069,,
2019-07-02 06:00:00+00:00,TDR001,0.25,2,False,,,
2019-07-02 06:00:00+00:00,TDR001,0.25,3,False,,,
2019-07-02 06:00:00+00:00,TDR002,0.25,1,False,0.11900000000000001,,
2019-07-02 06:00:00+00:00,TDR002,0.25,2,False,,,
2019-07-02 06:00:00+00:00,TDR002,0.25,3,False,,,
2019-07-02 06:00:00+00:00,TDR003,0.25,1,False,0.018000000000000002,,
2019-07-02 06:00:00+00:00,TDR003,0.25,2,False,,,
2019-07-02 06:00:00+00:00,TDR003,0.25,3,False,,,
2019-07-02 06:00:00+00:00,TDR004,0.25,1,False,0.07200000000000001,,
2019-07-02 06:00:00+00:00,TDR004,0.25,2,False,,,
2019-07-02 06:00:00+00:00,TDR004,0.25,3,False,,,
2019-07-02 06:00:00+00:00,TDR005,0.25,1,False,0.109,,
2019-07-02 06:00:00+00:00,TDR005,0.25,2,False,,,
2019-07-02 06:00:00+00:00,TDR005,0.25,3,False,,,
2019-07-02 06:00:00+00:00,TDR006,0.25,1,False,0.141,,
2019-07-02 06:00:00+00:00,TDR006,0.25,2,False,,,
2019-07-02 06:00:00+00:00,TDR006,0.25,3,False,,,
2019-07-02 06:00:00+00:00,TDR007,0.25,1,False,0.062,,
2019-07-02 06:00:00+00:00,TDR007,0.25,2,False,,,
2019-07-02 06:00:00+00:00,TDR007,0.25,3,False,,,
2019-07-02 06:00:00+00:00,TDR008,0.25,1,False,0.221,,
2019-07-02 06:00:00+00:00,TDR008,0.25,2,False,,,
2019-07-02 06:00:00+00:00,TDR008,0.25,3,False,,,
2019-07-02 06:00:00+00:00,ss02,0.25,1,False,0.10099999999999999,,
2019-07-02 06:00:00+00:00,ss02,0.25,2,False,0.152,,
2019-07-02 06:00:00+00:00,ss02,0.25,3,False,0.094,,
2019-07-02 06:00:00+00:00,ss03,0.25,1,False,0.195,,
2019-07-02 06:00:00+00:00,ss03,0.25,2,False,0.145,,
2019-07-02 06:00:00+00:00,ss03,0.25,3,False,0.271,,
2019-07-02 06:00:00+00:00,ss04,0.25,1,False,0.13,,
2019-07-02 06:00:00+00:00,ss04,0.25,2,False,0.12300000000000001,,
2019-07-02 06:00:00+00:00,ss04,0.25,3,False,0.152,,
2019-07-02 06:00:00+00:00,ss05,0.25,1,False,0.13699999999999998,,
2019-07-02 06:00:00+00:00,ss05,0.25,2,False,0.14800000000000002,,
2019-07-02 06:00:00+00:00,ss05,0.25,3,False,0.105,,
2019-07-02 06:00:00+00:00,ss06,0.25,1,False,0.318,,
2019-07-02 06:00:00+00:00,ss06,0.25,2,False,0.083,,
2019-07-02 06:00:00+00:00,ss06,0.25,3,False,0.109,,
2019-07-02 06:00:00+00:00,ss07,0.25,1,False,0.174,,
2019-07-02 06:00:00+00:00,ss07,0.25,2,False,0.13699999999999998,,
2019-07-02 06:00:00+00:00,ss07,0.25,3,False,0.156,,
2019-07-02 06:00:00+00:00,ss08,0.25,1,False,0.166,,
2019-07-02 06:00:00+00:00,ss08,0.25,2,False,0.13699999999999998,,
2019-07-02 06:00:00+00:00,ss08,0.25,3,False,0.495,,
2019-07-02 06:00:00+00:00,ss09,0.25,1,False,0.033,,
2019-07-02 06:00:00+00:00,ss09,0.25,2,False,,,
2019-07-02 06:00:00+00:00,ss09,0.25,3,False,0.047,,
2019-07-02 06:00:00+00:00,ss10,0.25,1,False,0.09,,
