datetime_UTC,site_id,depth_m,replicate,is_timeseries,volumetric_water_content_m3_m3,gravimetric_water_content_gH2O_gs,water_potential_kPa
2019-10-10 08:00:00+00:00,ER-PHS1,0.1,1,True,,,
2019-10-10 08:00:00+00:00,ER-PHS1,0.3,1,True,,,
2019-10-10 08:00:00+00:00,ER-PHS1,0.6,1,True,,,
2019-10-10 08:00:00+00:00,ER-PHS1,1.15,1,True,,,
2019-10-10 08:00:00+00:00,ER-PHS2,0.1,1,True,0.121,,
2019-10-10 08:00:00+00:00,ER-PHS2,0.3,1,True,0.139,,-96.4
2019-10-10 08:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-10 08:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-10 08:00:00+00:00,ER-PHS3,0.1,1,True,0.1096804,,
2019-10-10 08:00:00+00:00,ER-PHS3,0.3,1,True,0.0883846899999999,,-47.81845085513542
2019-10-10 08:00:00+00:00,ER-PHS3,0.6,1,True,0.07135588,,
2019-10-10 08:00:00+00:00,ER-PHS3,1.15,1,True,0.12461455,,
2019-10-10 09:00:00+00:00,ER-PHS1,0.1,1,True,,,
2019-10-10 09:00:00+00:00,ER-PHS1,0.3,1,True,,,
2019-10-10 09:00:00+00:00,ER-PHS1,0.6,1,True,,,
2019-10-10 09:00:00+00:00,ER-PHS1,1.15,1,True,,,
2019-10-10 09:00:00+00:00,ER-PHS2,0.1,1,True,0.121,,
2019-10-10 09:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-100.6
2019-10-10 09:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-10 09:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-10 09:00:00+00:00,ER-PHS3,0.1,1,True,0.1096804,,
2019-10-10 09:00:00+00:00,ER-PHS3,0.3,1,True,0.08830711,,-49.61300156260015
2019-10-10 09:00:00+00:00,ER-PHS3,0.6,1,True,0.0713170899999999,,
2019-10-10 09:00:00+00:00,ER-PHS3,1.15,1,True,0.12461455,,
2019-10-10 10:00:00+00:00,ER-PHS1,0.1,1,True,,,
2019-10-10 10:00:00+00:00,ER-PHS1,0.3,1,True,,,
2019-10-10 10:00:00+00:00,ER-PHS1,0.6,1,True,,,
2019-10-10 10:00:00+00:00,ER-PHS1,1.15,1,True,,,
2019-10-10 10:00:00+00:00,ER-PHS2,0.1,1,True,0.121,,
2019-10-10 10:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-104.9
2019-10-10 10:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-10 10:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-10 10:00:00+00:00,ER-PHS3,0.1,1,True,0.1096804,,
2019-10-10 10:00:00+00:00,ER-PHS3,0.3,1,True,0.0882683199999999,,-51.41567034901388
2019-10-10 10:00:00+00:00,ER-PHS3,0.6,1,True,0.0713170899999999,,
2019-10-10 10:00:00+00:00,ER-PHS3,1.15,1,True,0.12461455,,
2019-10-10 11:00:00+00:00,ER-PHS1,0.1,1,True,,,
2019-10-10 11:00:00+00:00,ER-PHS1,0.3,1,True,,,
2019-10-10 11:00:00+00:00,ER-PHS1,0.6,1,True,,,
2019-10-10 11:00:00+00:00,ER-PHS1,1.15,1,True,,,
2019-10-10 11:00:00+00:00,ER-PHS2,0.1,1,True,0.121,,
2019-10-10 11:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-109.3
2019-10-10 11:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-10 11:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-10 11:00:00+00:00,ER-PHS3,0.1,1,True,0.1096804,,
2019-10-10 11:00:00+00:00,ER-PHS3,0.3,1,True,0.0882683199999999,,-53.23478475741157
2019-10-10 11:00:00+00:00,ER-PHS3,0.6,1,True,0.0713170899999999,,
2019-10-10 11:00:00+00:00,ER-PHS3,1.15,1,True,0.12457576,,
2019-10-10 12:00:00+00:00,ER-PHS1,0.1,1,True,,,
