datetime_UTC,site_id,depth_m,replicate,is_timeseries,volumetric_water_content_m3_m3,gravimetric_water_content_gH2O_gs,water_potential_kPa
2021-06-10 07:00:00+00:00,TMC1,0.1,1,True,0.1597,,
2021-06-10 07:00:00+00:00,TMC1,0.3,1,True,0.152,,
2021-06-10 07:00:00+00:00,TMC1,0.6,1,True,0.2502,,
2021-06-10 07:00:00+00:00,TMC1,0.8,1,True,0.3238,,
2021-06-10 07:00:00+00:00,TMC2,0.1,1,True,0.2481,,
2021-06-10 07:00:00+00:00,TMC2,0.3,1,True,0.2785,,
2021-06-10 07:00:00+00:00,TMC2,0.6,1,True,0.2078,,
2021-06-10 07:00:00+00:00,TMC2,0.8,1,True,0.2575,,
2021-06-10 07:00:00+00:00,TMC4,0.1,1,True,0.0979,,
2021-06-10 07:00:00+00:00,TMC4,0.3,1,True,0.1268,,
2021-06-10 07:00:00+00:00,TMC4,0.6,1,True,0.2416,,
2021-06-10 07:00:00+00:00,TMC4,0.8,1,True,0.2566,,
2021-06-10 07:00:00+00:00,TMC5,0.1,1,True,0.1093,,
2021-06-10 07:00:00+00:00,TMC5,0.3,1,True,0.1036,,
2021-06-10 07:00:00+00:00,TMC5,0.6,1,True,0.1562,,
2021-06-10 07:00:00+00:00,TMC5,0.8,1,True,0.205,,
2021-06-10 07:00:00+00:00,TMC6,0.1,1,True,0.1042,,
2021-06-10 07:00:00+00:00,TMC6,0.3,1,True,0.1898,,
2021-06-10 07:00:00+00:00,TMC6,0.6,1,True,0.1427,,
2021-06-10 07:00:00+00:00,TMC6,0.8,1,True,0.1678,,
2021-06-10 08:00:00+00:00,TMC1,0.1,1,True,0.1597,,
2021-06-10 08:00:00+00:00,TMC1,0.3,1,True,0.1521,,
2021-06-10 08:00:00+00:00,TMC1,0.6,1,True,0.2502,,
2021-06-10 08:00:00+00:00,TMC1,0.8,1,True,0.3238,,
2021-06-10 08:00:00+00:00,TMC2,0.1,1,True,0.2482,,
2021-06-10 08:00:00+00:00,TMC2,0.3,1,True,0.2781,,
2021-06-10 08:00:00+00:00,TMC2,0.6,1,True,0.2079,,
2021-06-10 08:00:00+00:00,TMC2,0.8,1,True,0.2575,,
2021-06-10 08:00:00+00:00,TMC4,0.1,1,True,0.0976,,
2021-06-10 08:00:00+00:00,TMC4,0.3,1,True,0.1268,,
2021-06-10 08:00:00+00:00,TMC4,0.6,1,True,0.2415,,
2021-06-10 08:00:00+00:00,TMC4,0.8,1,True,0.2565,,
2021-06-10 08:00:00+00:00,TMC5,0.1,1,True,0.1093,,
2021-06-10 08:00:00+00:00,TMC5,0.3,1,True,0.1036,,
2021-06-10 08:00:00+00:00,TMC5,0.6,1,True,0.1562,,
2021-06-10 08:00:00+00:00,TMC5,0.8,1,True,0.2049,,
2021-06-10 08:00:00+00:00,TMC6,0.1,1,True,0.1039,,
2021-06-10 08:00:00+00:00,TMC6,0.3,1,True,0.1898,,
2021-06-10 08:00:00+00:00,TMC6,0.6,1,True,0.1427,,
2021-06-10 08:00:00+00:00,TMC6,0.8,1,True,0.1677,,
2021-06-10 09:00:00+00:00,TMC1,0.1,1,True,0.1597,,
2021-06-10 09:00:00+00:00,TMC1,0.3,1,True,0.1521,,
2021-06-10 09:00:00+00:00,TMC1,0.6,1,True,0.2502,,
2021-06-10 09:00:00+00:00,TMC1,0.8,1,True,0.3238,,
2021-06-10 09:00:00+00:00,TMC2,0.1,1,True,0.2483,,
2021-06-10 09:00:00+00:00,TMC2,0.3,1,True,0.2781,,
2021-06-10 09:00:00+00:00,TMC2,0.6,1,True,0.2078,,
2021-06-10 09:00:00+00:00,TMC2,0.8,1,True,0.2575,,
2021-06-10 09:00:00+00:00,TMC4,0.1,1,True,0.0971,,
