datetime_UTC,site_id,depth_m,replicate,is_timeseries,volumetric_water_content_m3_m3,gravimetric_water_content_gH2O_gs,water_potential_kPa
2017-05-06 06:00:00+00:00,PLM1,0.3,1,True,0.387,,
2017-05-06 06:00:00+00:00,PLM2,0.28,1,True,0.39,,
2017-05-06 06:00:00+00:00,PLM3,0.2,1,True,0.39,,
2017-05-15 06:00:00+00:00,PLM1,0.3,1,True,0.391,,
2017-05-15 06:00:00+00:00,PLM2,0.28,1,True,0.391,,
2017-05-15 06:00:00+00:00,PLM3,0.2,1,True,0.39,,
2017-05-29 06:00:00+00:00,PLM1,0.3,1,True,0.383,,
2017-05-29 06:00:00+00:00,PLM2,0.28,1,True,0.383,,
2017-05-29 06:00:00+00:00,PLM3,0.2,1,True,0.279,,
2017-06-12 06:00:00+00:00,PLM1,0.3,1,True,0.328,,
2017-06-12 06:00:00+00:00,PLM2,0.28,1,True,0.309,,
2017-06-12 06:00:00+00:00,PLM3,0.2,1,True,0.198,,
2017-06-26 06:00:00+00:00,PLM1,0.3,1,True,0.06,,
2017-06-26 06:00:00+00:00,PLM2,0.28,1,True,0.102,,
2017-06-26 06:00:00+00:00,PLM3,0.2,1,True,0.091,,
2017-07-10 06:00:00+00:00,PLM1,0.3,1,True,0.056,,
2017-07-10 06:00:00+00:00,PLM2,0.28,1,True,0.057,,
2017-07-10 06:00:00+00:00,PLM3,0.2,1,True,0.065,,
2017-07-17 06:00:00+00:00,PLM1,0.3,1,True,0.056,,
2017-07-17 06:00:00+00:00,PLM2,0.28,1,True,0.056,,
2017-07-17 06:00:00+00:00,PLM3,0.2,1,True,0.078,,
2017-07-31 06:00:00+00:00,PLM1,0.3,1,True,0.056,,
2017-07-31 06:00:00+00:00,PLM2,0.28,1,True,0.116,,
2017-07-31 06:00:00+00:00,PLM3,0.2,1,True,0.098,,
2017-08-17 06:00:00+00:00,PLM1,0.3,1,True,0.056,,
2017-08-17 06:00:00+00:00,PLM2,0.28,1,True,0.056,,
2017-08-17 06:00:00+00:00,PLM3,0.2,1,True,0.057,,
2017-08-31 06:00:00+00:00,PLM1,0.3,1,True,0.056,,
2017-08-31 06:00:00+00:00,PLM2,0.28,1,True,0.056,,
2017-08-31 06:00:00+00:00,PLM3,0.2,1,True,0.056,,
2017-09-17 06:00:00+00:00,PLM1,0.3,1,True,0.309,,
2017-09-17 06:00:00+00:00,PLM2,0.28,1,True,0.093,,
2017-09-17 06:00:00+00:00,PLM3,0.2,1,True,0.056,,
2017-09-29 06:00:00+00:00,PLM1,0.3,1,True,0.233,,
2017-09-29 06:00:00+00:00,PLM2,0.28,1,True,0.309,,
2017-09-29 06:00:00+00:00,PLM3,0.2,1,True,0.219,,
2017-10-01 06:00:00+00:00,PLM1,0.3,1,True,0.223,,
2017-10-01 06:00:00+00:00,PLM2,0.28,1,True,0.369,,
2017-10-01 06:00:00+00:00,PLM3,0.2,1,True,0.369,,
2017-10-15 06:00:00+00:00,PLM1,0.3,1,True,0.237,,
2017-10-15 06:00:00+00:00,PLM2,0.28,1,True,0.334,,
2017-10-15 06:00:00+00:00,PLM3,0.2,1,True,0.279,,
2017-10-29 06:00:00+00:00,PLM1,0.3,1,True,0.25,,
2017-10-29 06:00:00+00:00,PLM2,0.28,1,True,0.301,,
2017-10-29 06:00:00+00:00,PLM3,0.2,1,True,0.198,,
2017-11-12 07:00:00+00:00,PLM1,0.3,1,True,0.334,,
2017-11-12 07:00:00+00:00,PLM2,0.28,1,True,0.347,,
2017-11-12 07:00:00+00:00,PLM3,0.2,1,True,0.144,,
2017-11-26 07:00:00+00:00,PLM1,0.3,1,True,0.341,,
