datetime_UTC,site_id,depth_m,replicate,is_timeseries,volumetric_water_content_m3_m3,gravimetric_water_content_gH2O_gs,water_potential_kPa
2019-10-11 21:00:00+00:00,ER-PHS1,0.1,1,True,0.112,,
2019-10-11 21:00:00+00:00,ER-PHS1,0.3,1,True,0.113,,-13854.6
2019-10-11 21:00:00+00:00,ER-PHS1,0.6,1,True,0.113,,
2019-10-11 21:00:00+00:00,ER-PHS1,1.15,1,True,0.212,,
2019-10-11 21:00:00+00:00,ER-PHS2,0.1,1,True,0.122,,
2019-10-11 21:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-388.2
2019-10-11 21:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-11 21:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-11 22:00:00+00:00,ER-PHS1,0.1,1,True,0.112,,
2019-10-11 22:00:00+00:00,ER-PHS1,0.3,1,True,0.113,,-14298.7
2019-10-11 22:00:00+00:00,ER-PHS1,0.6,1,True,0.113,,
2019-10-11 22:00:00+00:00,ER-PHS1,1.15,1,True,0.212,,
2019-10-11 22:00:00+00:00,ER-PHS2,0.1,1,True,0.122,,
2019-10-11 22:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-401.0
2019-10-11 22:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-11 22:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-11 23:00:00+00:00,ER-PHS1,0.1,1,True,0.112,,
2019-10-11 23:00:00+00:00,ER-PHS1,0.3,1,True,0.113,,-14900.3
2019-10-11 23:00:00+00:00,ER-PHS1,0.6,1,True,0.113,,
2019-10-11 23:00:00+00:00,ER-PHS1,1.15,1,True,0.212,,
2019-10-11 23:00:00+00:00,ER-PHS2,0.1,1,True,0.122,,
2019-10-11 23:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-412.2
2019-10-11 23:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-11 23:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-12 00:00:00+00:00,ER-PHS1,0.1,1,True,0.112,,
2019-10-12 00:00:00+00:00,ER-PHS1,0.3,1,True,0.113,,-15907.3
2019-10-12 00:00:00+00:00,ER-PHS1,0.6,1,True,0.113,,
2019-10-12 00:00:00+00:00,ER-PHS1,1.15,1,True,0.212,,
2019-10-12 00:00:00+00:00,ER-PHS2,0.1,1,True,0.122,,
2019-10-12 00:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-425.2
2019-10-12 00:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-12 00:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-12 01:00:00+00:00,ER-PHS1,0.1,1,True,0.112,,
2019-10-12 01:00:00+00:00,ER-PHS1,0.3,1,True,0.113,,-16622.5
2019-10-12 01:00:00+00:00,ER-PHS1,0.6,1,True,0.113,,
2019-10-12 01:00:00+00:00,ER-PHS1,1.15,1,True,0.212,,
2019-10-12 01:00:00+00:00,ER-PHS2,0.1,1,True,0.122,,
2019-10-12 01:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-434.3
2019-10-12 01:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-12 01:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-12 02:00:00+00:00,ER-PHS1,0.1,1,True,0.112,,
2019-10-12 02:00:00+00:00,ER-PHS1,0.3,1,True,0.113,,-17218.5
2019-10-12 02:00:00+00:00,ER-PHS1,0.6,1,True,0.113,,
2019-10-12 02:00:00+00:00,ER-PHS1,1.15,1,True,0.212,,
2019-10-12 02:00:00+00:00,ER-PHS2,0.1,1,True,0.122,,
2019-10-12 02:00:00+00:00,ER-PHS2,0.3,1,True,0.14,,-449.3
2019-10-12 02:00:00+00:00,ER-PHS2,0.6,1,True,0.165,,
2019-10-12 02:00:00+00:00,ER-PHS2,1.15,1,True,0.26,,
2019-10-12 03:00:00+00:00,ER-PHS1,0.1,1,True,0.111,,
