Year,Month,Day,Hour,CO2-50cm,CO2-15cm,CO2-5cm,CO2-0cm,CO2-above,T-50cm,T-15cm,T-5cm,T-0cm,T-above,VWC-50cm,VWC-15cm,VWC-5cm,DecagonT-50cm,DecagonT-15cm,DecagonT-5cm,EC-50cm,EC-15cm,EC-5cm,BatteryVoltage
2017,2,13,21,9103.2,5840.8,5724.5,5156.9,560.48,2.5,1.75,1.984,-1.412,-4.188,0.17,0.149,0.114,2.5,1.9,1.6,1.4,1.255,1.894,12.78
2017,2,13,22,9442.9,5758.6,5764.9,5129.9,581.01,2.4,1.802,2.062,-1.316,-5.154,0.157,0.121,0.111,2.4,1.9,1.6,1.779,3.346,2.722,12.77
2017,2,13,23,9274.3,5769.2,5667,5077.2,564.84,2.5,1.854,1.984,-1.508,-6.757,0.159,0.143,0.112,2.5,1.9,1.6,1.722,1.45,2.178,12.75
2017,2,14,0,9501.9,5784.8,5706.9,5035.2,576.92,2.5,1.75,2.036,-1.22,-7.662,0.18,0.129,0.123,2.5,2,1.6,1.219,2.288,1.013,12.73
2017,2,14,1,9615.1,5713.5,5726.1,5024.2,564.06,2.5,1.802,2.062,-1.268,-8.6,0.143,0.136,0.114,2.5,1.9,1.6,2.41,1.763,1.894,12.71
2017,2,14,2,9729.6,5722.8,5551.2,4926.4,594.39,2.5,1.854,2.01,-1.34,-9.1,0.161,0.154,0.107,2.5,1.9,1.6,1.631,1.145,4.839,12.69
2017,2,14,3,9447.9,5639.9,5562.3,4820,591.44,2.6,1.802,2.062,-1.34,-9.68,0.182,0.133,0.102,2.6,1.9,1.6,1.179,1.977,-21.78,12.67
2017,2,14,4,9506.9,5631.9,5532,4828.2,578.23,2.7,1.88,1.984,-1.436,-10.68,0.145,0.142,0.106,2.7,1.9,1.6,2.331,1.5,8.71,12.65
2017,2,14,5,9532.7,5613.1,5447.4,4742.4,586.01,2.6,1.828,2.062,-1.34,-12.34,0.154,0.112,0.12,2.6,1.9,1.6,1.902,6.525,1.177,12.63
2017,2,14,6,9701.3,5548,5366.9,4704.5,560.54,2.5,1.776,1.906,-1.292,-12.59,0.188,0.129,0.12,2.5,1.9,1.6,1.096,2.289,1.21,12.61
2017,2,14,7,9330.9,5493.7,5329.7,4626.6,595.07,2.5,1.854,1.984,-1.388,-13.73,0.176,0.132,0.112,2.5,1.9,1.6,1.291,2.039,2.42,12.59
2017,2,14,8,9159.8,5410.5,5300.1,4674.4,606.13,2.5,1.776,1.932,-1.364,-13.15,0.151,0.118,0.123,2.5,1.9,1.6,2.009,3.954,0.99,12.65
2017,2,14,9,9502,5357.5,5166.4,4564.8,669.37,2.5,1.854,1.984,-1.556,-10.43,0.164,0.138,0.104,2.5,1.9,1.6,1.561,1.695,21.78,14
2017,2,14,10,9387.5,5284,5052.4,4540,738.39,2.5,1.854,2.088,-1.34,-6.952,0.157,0.128,0.115,2.5,1.9,1.6,1.778,2.417,1.742,13.62
2017,2,14,11,9302.6,5301.2,5147.9,4531.4,653.65,2.5,1.828,2.062,-1.34,-4.074,0.157,0.144,0.121,2.5,1.9,1.6,1.778,1.418,1.117,13.67
2017,2,14,12,9243.6,5320.7,5108.2,4499.6,671.81,2.4,1.854,1.932,-1.436,-3.823,0.154,0.113,0.091,2.4,1.9,1.6,1.904,5.932,0.01,13.66
2017,2,14,13,9246.1,5255.8,5042.9,4593.2,689.05,2.5,1.802,2.036,-1.099,-2.175,0.185,0.127,0.105,2.5,2,1.6,1.136,2.508,10.89,13.68
2017,2,14,14,9216.4,5292.5,5072,4484.8,641.94,2.5,1.802,2.062,-1.22,-1.412,0.185,0.138,0.118,2.5,1.9,1.6,1.136,1.695,1.32,13.69
2017,2,14,15,9185.7,5292.5,5165.5,4540.5,643.02,2.4,1.802,1.932,-1.316,0.477,0.156,0.122,0.117,2.4,1.9,1.6,1.809,3.107,1.452,13.68
2017,2,14,16,9328.5,5365.6,5244.8,4617.5,611.4,2.4,1.854,2.036,-1.34,-0.711,0.156,0.138,0.112,2.4,1.9,1.6,1.809,1.695,2.42,13.67
2017,2,14,17,9471.3,5336.4,5214.2,4638.8,645.3,2.4,1.75,2.01,-1.196,-2.41,0.182,0.132,0.115,2.4,1.9,1.6,1.18,2.039,1.675,13.44
2017,2,14,18,9415.8,5393.2,5360,4755.1,635.78,2.5,1.802,2.062,-1.196,-4.256,0.176,0.148,0.114,2.5,1.9,1.6,1.291,1.279,1.894,12.89
2017,2,14,19,9387.5,5337.9,5330.3,4819.1,708.32,2.5,1.828,2.01,-1.388,-4.864,0.172,0.147,0.108,2.5,1.9,1.6,1.373,1.332,3.959,12.82
2017,2,14,20,9162.4,5449.2,5475.2,4849.2,640.91,2.6,1.88,2.01,-1.316,-4.908,0.181,0.141,0.1,2.6,1.9,1.6,1.198,1.535,-6.222,12.8
2017,2,14,21,9159.9,5437.7,5437,4878.9,646.84,2.5,1.776,2.036,-1.268,-5.376,0.18,0.144,0.122,2.5,1.9,1.6,1.219,1.434,1.037,12.77
2017,2,14,22,9188.2,5429.6,5437.5,4763,573.01,2.5,1.854,2.062,-1.316,-8.45,0.161,0.133,0.1,2.5,1.9,1.6,1.631,1.948,-6.222,12.75
2017,2,14,23,9248.6,5402.4,5358.5,4760.3,606.41,2.6,1.854,1.984,-1.46,-9.95,0.19,0.151,0.112,2.6,1.9,1.6,1.058,1.208,2.178,12.73
2017,2,15,0,9051.7,5429.6,5378.6,4790.4,606.6,2.7,1.854,1.984,-1.388,-11.51,0.152,0.142,0.094,2.7,1.9,1.6,1.953,1.5,0.01,12.71
2017,2,15,1,9415.8,5473.4,5321.3,4621,611,2.5,1.724,2.062,-1.148,-12.22,0.163,0.152,0.103,2.5,1.9,1.6,1.595,1.176,-43.55,12.69
2017,2,15,2,9105.9,5347.9,5244.9,4628.9,592.28,2.6,1.854,2.036,-1.268,-12.69,0.178,0.151,0.124,2.6,2,1.6,1.253,1.208,0.968,12.67
2017,2,15,3,9014.8,5329.7,5244.4,4686.3,575.65,2.4,1.828,2.01,-1.268,-12.79,0.164,0.154,0.121,2.4,1.9,1.6,1.561,1.145,0,12.64
2017,2,15,4,9364.2,5321.2,5234.4,4570.1,623.84,2.7,1.881,2.011,-1.267,-12.85,0.18,0.14,0.125,2.7,1.9,1.6,1.218,1.591,0.927,12.62
2017,2,15,5,9328.6,5273.4,5099.7,4571.8,600.16,2.4,1.802,2.01,-1.172,-14.29,0.151,0.125,0.119,2.4,1.9,1.6,2.01,2.776,1.244,12.6
2017,2,15,6,9044.5,5174.2,5033,4512.7,693.82,2.4,1.802,2.036,-1.268,-14.77,0.18,0.137,0.108,2.4,1.9,1.6,1.212,1.717,3.959,12.59
2017,2,15,7,9188.3,5220,4983.4,4397.2,606.8,2.5,1.854,1.984,-1.316,-14.55,0.172,0.147,0.109,2.5,2,1.6,1.373,1.318,3.35,12.58
2017,2,15,8,9075.2,5292.5,5040.5,4416.3,547.69,2.5,1.802,1.906,-1.292,-15.16,0.18,0.14,0.119,2.5,1.9,1.6,1.219,1.591,1.244,12.83
2017,2,15,9,9072.7,5109.3,5003.4,4444.9,690.39,2.4,1.75,1.984,-1.292,-12.53,0.153,0.156,0.104,2.4,1.9,1.6,1.921,1.078,21.78,15.02
2017,2,15,10,9243.8,5192.8,4917.6,4291.3,628.85,2.4,1.854,2.062,-1.316,-8.81,0.15,0.143,0.115,2.4,1.9,1.6,2.48,1.466,1.675,13.65
2017,2,15,11,9328.6,5156.6,4916.2,4346,633.01,2.4,1.882,1.986,-1.459,-4.817,0.161,0.121,0.106,2.4,1.9,1.6,1.632,3.434,7.259,13.65
2017,2,15,12,9017.2,5118.4,5071.6,4369.3,599.39,2.5,1.802,2.036,-1.196,-4.819,0.18,0.121,0.117,2.5,1.9,1.6,1.212,3.434,1.452,13.65
2017,2,15,13,8989,5080.3,4975.3,4435.4,618.83,2.5,1.724,2.01,-1.268,-2.621,0.189,0.129,0.123,2.5,1.9,1.6,1.079,2.289,0.99,14.53
2017,2,15,14,9101,5210,5012.5,4462.9,602.62,2.4,1.828,2.01,-1.412,-2.481,0.169,0.136,0.112,2.4,1.9,1.6,1.437,1.812,2.292,13.67
2017,2,15,15,9188.3,5145.6,5051.6,4590.2,607.33,2.5,1.803,2.037,-1.267,-1.531,0.182,0.149,0.111,2.5,1.9,1.6,1.179,1.255,2.722,13.65
2017,2,15,16,8789.7,5210,5147,4560.2,633.18,2.5,1.829,2.011,-1.34,-1.46,0.169,0.145,0.109,2.5,1.9,1.6,1.437,1.374,3.63,13.73
2017,2,15,17,9189.7,5229.6,5118.9,4617.6,636.26,2.5,1.857,2.039,-1.338,-4.185,0.155,0.141,0.123,2.5,1.9,1.6,1.854,1.535,0.99,13.98
2017,2,15,18,8909,5209.5,5261.6,4569.7,600.6,2.7,1.803,1.932,-1.292,-1.171,0.151,0.147,0.123,2.7,1.9,1.6,2.007,1.332,1.013,13.17
2017,2,15,19,9193.2,5331.2,5128.5,4644.6,624.96,2.7,1.908,2.012,-1.435,-4.728,0.168,0.129,0.12,2.7,1.9,1.6,1.465,3.053,1.177,12.86
2017,2,15,20,9218,5291.5,5224.9,4650.3,638.81,2.5,1.752,2.038,-1.122,-6.908,0.174,0.14,0.118,2.5,1.9,1.6,1.323,1.572,1.361,12.81
2017,2,15,21,9131.8,5264.3,5224.9,4680.4,665.21,2.5,1.751,2.037,-1.05,-8.17,0.174,0.138,0.104,2.5,1.9,1.6,1.331,1.673,0,12.78
2017,2,15,22,9274.6,5347.4,5244,4666.4,677.66,2.5,1.83,1.986,-1.339,-10.43,0.164,0.136,0.123,2.5,1.9,1.6,1.561,1.812,0.99,12.76
2017,2,15,23,9162.5,5346.9,5148.5,4608.5,645.45,2.6,1.804,2.012,-1.291,-10.32,0.186,0.131,0.122,2.6,1.9,1.6,1.118,2.105,1.037,12.74
2017,2,16,0,9157.6,5273.9,5100.8,4541.9,621.51,2.4,1.83,2.064,-1.242,-11.76,0.192,0.129,0.123,2.4,1.9,1.6,1.033,2.25,0,12.72
2017,2,16,1,9188.4,5238.6,5147.6,4636.3,659.81,2.5,1.83,1.96,-1.339,-12.2,0.157,0.121,0.104,2.5,1.9,1.6,1.778,3.346,21.78,12.7
2017,2,16,2,9189.8,5228.1,5159.1,4535.2,648.88,2.5,1.782,2.042,-1.142,-12.72,0.167,0.121,0.111,2.5,2,1.6,1.476,3.345,2.722,12.68
2017,2,16,3,9133.2,5265.3,4994.1,4387.4,630.42,2.5,1.808,2.016,-1.311,-13.15,0.157,0.152,0.098,2.5,1.9,1.6,1.778,1.176,0.01,12.66
2017,2,16,4,9187.3,5229.1,5005.1,4360,593.71,2.4,1.834,2.068,-1.239,-13.99,0.189,0.127,0.125,2.4,1.9,1.6,1.08,2.51,0.889,12.64
2017,2,16,5,9161.5,5108.9,5014.6,4408.7,680.15,2.5,1.729,2.041,-1.24,-14.35,0.16,0.123,0.118,2.5,1.9,1.6,1.682,2.966,1.32,12.62
2017,2,16,6,9076.7,5029.4,4947,4380.2,647.77,2.5,1.838,2.02,-1.235,-14.4,0.156,0.129,0.107,2.5,1.9,1.6,1.808,2.289,5.444,12.6
2017,2,16,7,8876,5065.6,4897.8,4411.8,661.26,2.5,1.887,1.991,-1.55,-14.86,0.185,0.149,0.127,2.5,1.9,1.6,1.136,1.267,0.838,12.58
2017,2,16,8,9105,4973.2,4890.3,4265.1,646.02,2.5,1.811,2.045,-1.188,-14.72,0.172,0.136,0.117,2.5,1.9,1.6,1.373,1.812,1.452,12.88
2017,2,16,9,9417.4,5065.1,4860.7,4168.8,636.47,2.5,1.861,2.069,-1.214,-12.02,0.156,0.138,0.11,2.5,1.8,1.6,1.808,1.695,3.111,13.66
2017,2,16,10,8905.7,5000.8,4918.8,4247.7,676.61,2.5,1.835,2.043,-1.117,-7.614,0.166,0.124,0.106,2.5,1.9,1.6,1.795,2.9,7.259,13.64
2017,2,16,11,9047.1,4981.3,4851.2,4255,712.58,2.5,1.732,2.018,-1.189,-4.091,0.166,0.117,0.114,2.5,1.9,1.6,1.795,4.21,1.894,13.67
2017,2,16,12,9018.8,4892.8,4830.8,4407.1,749.2,2.5,1.864,1.994,-1.332,-2.095,0.159,0.129,0.122,2.5,1.9,1.6,1.722,2.289,1.062,13.67
2017,2,16,13,9018.8,4947,4889.3,4432.3,744.3,2.5,1.863,1.993,-1.525,0.11,0.172,0.14,0.117,2.5,2.2,1.6,1.373,1.589,1.452,13.66
2017,2,16,14,8990.5,5074.7,4937.5,4425.7,753.89,2.5,1.862,2.044,-1.334,-1.261,0.162,0.136,0.096,2.5,1.9,1.6,1.619,1.763,0.01,13.66
2017,2,16,15,9189.9,5029.9,4968,4553.6,705.34,2.5,1.865,2.073,-1.234,-0.749,0.185,0.138,0.098,2.5,1.9,1.6,1.136,1.673,0,13.67
2017,2,16,16,9360.9,5120.9,5031.4,4551.4,723.44,2.5,1.865,1.943,-1.355,-2.142,0.161,0.129,0.115,2.5,1.9,1.6,1.631,2.289,1.742,13.67
2017,2,16,17,9304.4,5284.9,5129.7,4494,681.74,2.5,1.839,1.995,-1.282,-3.563,0.182,0.152,0.125,2.5,1.9,1.6,1.179,1.186,0.927,13.46
2017,2,16,18,9304.4,5266.9,5236.2,4657.1,699.98,2.5,1.891,2.021,-1.306,-4.855,0.182,0.144,0.103,2.5,1.9,1.6,1.179,1.418,Inf,12.87
2017,2,16,19,9076.8,5357,5196,4639.7,595.76,2.5,1.838,1.942,-1.235,-5.568,0.184,0.138,0.107,2.5,1.9,1.6,1.154,1.695,5.444,12.81
2017,2,16,20,9046.1,5365.6,5264.4,4620.2,601.44,2.4,1.787,1.995,-1.282,-6.096,0.166,0.14,0.115,2.4,1.9,1.6,1.497,1.591,1.742,12.78
2017,2,16,21,9166.5,5276.4,5226.2,4684.1,615.51,2.7,1.891,2.021,-1.475,-6.598,0.189,0.133,0.119,2.7,1.9,1.6,1.078,1.977,1.244,12.75
2017,2,16,22,9048.5,5339.3,5282.5,4620.7,566.63,2.5,1.839,1.969,-1.258,-8.1,0.186,0.131,0.108,2.5,1.8,1.6,1.124,2.106,4.355,12.74
2017,2,16,23,9247.9,5265.4,5197.5,4581.5,642.82,2.5,1.813,2.021,-1.282,-9.3,0.166,0.144,0.123,2.5,1.9,1.6,1.496,1.434,0.99,12.72
2017,2,17,0,9332.7,5393.8,5205.6,4533.2,589.07,2.5,1.839,1.995,-1.258,-10.17,0.201,0.145,0.119,2.5,1.9,1.6,0.931,1.374,1.244,12.69
2017,2,17,1,9055.9,5313.1,5187.5,4491.4,580.35,2.8,1.891,2.021,-1.427,-10.28,0.174,0.137,0.103,2.8,1.9,1.6,1.321,1.717,Inf,12.67
2017,2,17,2,9276.2,5275.9,5103.1,4476.2,606.01,2.5,1.865,2.1,-1.234,-10.05,0.188,0.118,0.121,2.5,1.9,1.6,1.096,3.954,1.117,12.64
2017,2,17,3,9419,5275.9,5043.9,4446.7,699.95,2.5,1.865,2.073,-1.282,-10.85,0.178,0.121,0.112,2.5,1.9,1.6,1.254,3.434,2.178,12.62
2017,2,17,4,9306.9,5194.3,5025.8,4426.2,671.89,2.6,1.865,2.1,-1.306,-9.99,0.166,0.127,0.122,2.6,1.9,1.6,1.495,2.51,1.037,12.6
2017,2,17,5,8908.2,5222.4,5120.2,4387.1,595.08,2.6,1.917,2.021,-1.33,-10.59,0.166,0.145,0.12,2.6,1.9,1.6,1.495,1.388,1.177,12.58
2017,2,17,6,9304.5,5176.7,4985.7,4445.9,707.27,2.5,1.943,2.021,-1.33,-11,0.182,0.154,0.125,2.5,1.9,1.6,1.179,1.145,0.907,12.58
2017,2,17,7,9187.5,5173.8,4975.7,4386.3,691.9,2.4,1.787,2.021,-1.379,-10.83,0.164,0.138,0.112,2.4,2,1.6,1.561,1.672,2.178,12.57
2017,2,17,8,8875.2,5130.4,5080.6,4503.2,586.02,2.4,1.865,1.969,-1.33,-10.77,0.188,0.152,0.108,2.4,1.9,1.6,1.091,1.176,3.959,12.8
2017,2,17,9,9426.4,5192.8,4968.1,4363.7,639.57,2.8,1.787,2.073,-1.041,-8.36,0.189,0.136,0.097,2.8,1.9,1.6,1.078,1.812,0.01,14.56
2017,2,17,10,9273.7,5101.8,4900.9,4448.5,714.41,2.4,1.865,2.073,-1.186,-5.301,0.188,0.121,0.115,2.4,2,1.6,1.096,3.345,1.742,13.63
2017,2,17,11,9419,5128.9,4880.4,4361.9,728.16,2.5,1.787,2.047,-1.138,-2.822,0.188,0.129,0.111,2.5,1.9,1.6,1.096,2.289,2.722,13.66
2017,2,17,12,9247.9,5175.2,4996.7,4320.8,571.11,2.5,1.865,2.073,-1.282,-1.999,0.147,0.137,0.115,2.5,1.9,1.6,2.214,1.717,1.742,13.67
2017,2,17,13,9363.5,5175.2,4995.8,4397.2,652.67,2.6,1.865,2.021,-1.33,0.663,0.17,0.133,0.123,2.6,1.9,1.6,1.399,1.977,0.99,13.68
2017,2,17,14,9304.5,5157.5,5024.9,4399.8,665.46,2.5,1.865,2.047,-1.186,1.478,0.19,0.129,0.111,2.5,1.9,1.6,1.058,2.289,2.722,13.67
2017,2,17,15,9133.4,5211.4,5043,4455.8,627.55,2.5,1.839,2.021,-1.258,0.79,0.151,0.127,0.117,2.5,1.9,1.6,2.009,2.51,0,13.67
2017,2,17,16,9311.9,5185.2,5054,4522.3,638.78,2.8,1.891,2.073,-1.306,-0.382,0.193,0.16,0.123,2.8,1.9,1.6,1.022,1.004,0.99,13.67
2017,2,17,17,9046.2,5221.9,5187.1,4666.8,592.49,2.4,1.891,1.995,-1.33,-1.089,0.177,0.138,0.119,2.4,1.9,1.6,1.269,1.695,1.244,14.09
2017,2,17,18,8962.4,5283.4,5236.8,4726,661.54,2.5,1.762,2.047,-1.234,-2.589,0.19,0.147,0.096,2.5,1.9,1.6,1.058,1.318,0.01,13.31
2017,2,17,19,9053.5,5328.8,5188.6,4672.1,721.36,2.7,1.787,2.073,-1.041,-2.518,0.146,0.138,0.101,2.7,1.9,1.6,2.258,1.695,-7.259,12.86
2017,2,17,20,9245.5,5266.3,5243.9,4773.6,679.98,2.4,1.865,1.969,-1.306,-2.307,0.176,0.129,0.122,2.4,1.9,1.6,1.292,2.289,1.062,12.81
2017,2,17,21,8934.2,5456.7,5399.3,4764.4,560.27,2.5,1.787,1.995,-1.258,-2.495,0.157,0.124,0.125,2.5,1.9,1.6,1.778,2.9,0.889,12.78
2017,2,17,22,9079.4,5430,5467.7,4794.5,585.17,2.6,1.813,2.047,-1.186,-2.589,0.188,0.156,0.103,2.6,1.9,1.6,1.095,1.078,Inf,12.75
2017,2,17,23,9560.5,5531.8,5351.5,4737,635.19,2.5,1.865,2.047,-1.186,-2.752,0.178,0.136,0.106,2.5,1.9,1.6,1.254,1.812,7.259,12.73
2017,2,18,0,9276.3,5505.1,5370.2,4812.4,668.66,2.5,1.891,2.047,-1.306,-2.845,0.18,0.136,0.107,2.5,1.9,1.6,1.219,1.812,4.839,12.72
2017,2,18,1,9419.1,5422,5390.8,4908.8,749.77,2.5,1.891,2.073,-1.306,-3.493,0.145,0.131,0.108,2.5,1.9,1.6,2.333,2.139,3.959,12.69
2017,2,18,2,9219.7,5412.3,5419.5,4929.8,725.07,2.5,1.813,2.073,-1.186,-3.378,0.177,0.147,0.115,2.5,1.9,1.6,1.269,1.332,1.742,12.67
2017,2,18,3,9048.7,5413.8,5448.2,4958.6,665,2.5,1.891,2.073,-1.258,-3.539,0.166,0.154,0.123,2.5,1.9,1.6,1.496,1.145,0.99,12.65
2017,2,18,4,8903.5,5522.8,5477.4,4967.7,665.48,2.4,1.891,2.1,-1.234,-3.447,0.191,0.126,0.104,2.4,1.9,1.6,1.043,2.61,21.78,12.62
2017,2,18,5,8960.1,5496,5428.5,4945.3,665.72,2.4,1.917,2.021,-1.427,-3.401,0.188,0.145,0.123,2.4,1.9,1.6,1.096,1.388,1.013,12.6
2017,2,18,6,9452.4,5549,5378.2,4870.4,685.26,2.7,1.839,1.943,-1.282,-4.473,0.164,0.151,0.117,2.7,1.9,1.6,1.559,1.208,1.452,12.58
2017,2,18,7,9276.3,5484.4,5419.5,4891.4,679.24,2.5,1.813,2.073,-1.234,-5.589,0.161,0.156,0.101,2.5,1.9,1.6,1.631,1.097,-7.259,12.57
2017,2,18,8,9190.1,5449.5,5484.4,4959.1,646.18,2.5,1.839,1.943,-1.234,-5.523,0.151,0.129,0.108,2.5,1.9,1.6,2.009,2.289,3.959,12.95
2017,2,18,9,9475.7,5550.5,5400.8,4745.3,636.05,2.5,1.917,2.073,-1.282,-4.224,0.161,0.132,0.106,2.5,1.9,1.6,1.631,2.039,7.259,13.96
2017,2,18,10,9532.3,5624.1,5351.6,4813.8,668.41,2.5,1.917,2.047,-1.234,-2.892,0.174,0.132,0.104,2.5,1.9,1.6,1.323,2.039,43.55,13.74
2017,2,18,11,9304.6,5477.3,5390.3,4774.1,651.47,2.5,1.865,2.047,-1.282,-1.234,0.174,0.155,0.098,2.5,1.9,1.7,1.323,1.115,0.01,13.68
2017,2,18,12,8965,5579.6,5524.2,4840.3,598.96,2.6,1.943,1.995,-1.354,0.237,0.182,0.147,0.115,2.6,1.9,1.6,1.179,1.318,1.742,13.67
2017,2,18,13,9248.1,5568.6,5456.7,4761.3,589.16,2.5,1.865,1.995,-1.427,1.762,0.156,0.127,0.121,2.5,1.9,1.6,1.808,2.51,1.117,13.79
2017,2,18,14,9389.5,5467.7,5265.6,4630.3,600.04,2.5,1.865,2.047,-1.21,2.23,0.152,0.146,0.098,2.5,1.9,1.6,1.954,1.359,0.01,13.66
2017,2,18,15,9276.4,5441,5217.4,4610.8,644,2.5,1.891,2.073,-1.258,4.082,0.145,0.133,0.111,2.5,1.9,1.6,2.284,1.948,2.722,14.65
2017,2,18,16,8962.6,5311.5,5266.1,4689.7,629.51,2.5,1.813,2.073,-1.186,2.917,0.15,0.15,0.108,2.5,1.9,1.6,2.066,1.231,4.355,13.7
2017,2,18,17,9048.8,5356.9,5368.7,4668.7,582.77,2.5,1.839,1.969,-1.234,2.23,0.166,0.149,0.098,2.5,1.9,1.6,1.496,1.267,0.01,14.06
2017,2,18,18,9387,5339.7,5168.6,4504.6,623.9,2.4,1.865,1.995,-1.258,1.787,0.156,0.136,0.124,2.4,1.9,1.6,1.809,1.812,0.968,13.43
2017,2,18,19,9389.5,5357.9,5196.8,4677.4,610.62,2.5,1.891,1.969,-1.306,0.84,0.167,0.142,0.119,2.5,1.9,1.6,1.476,1.5,1.244,12.87
2017,2,18,20,9333,5349.7,5331.5,4764,684.39,2.5,1.891,1.969,-1.282,0.138,0.156,0.124,0.122,2.5,1.9,1.6,1.808,2.837,1.037,12.8
2017,2,18,21,9361.2,5394.2,5312.4,4659.1,687.21,2.5,1.865,2.021,-1.21,-0.944,0.171,0.147,0.106,2.5,1.9,1.6,1.391,1.332,7.259,12.78
2017,2,18,22,9475.8,5430.9,5273.7,4782.8,671.24,2.5,1.865,2.021,-1.354,-2.354,0.173,0.124,0.115,2.5,2.1,1.6,1.347,2.897,1.742,12.75
2017,2,18,23,9419.2,5431.4,5369.8,4840.3,718.66,2.5,1.891,2.021,-1.354,-3.008,0.17,0.142,0.119,2.5,1.9,1.6,1.4,1.5,1.244,12.73
2017,2,19,0,9309.6,5541.8,5399.9,4870,647.77,2.7,1.891,2.021,-1.306,-3.585,0.155,0.153,0.112,2.7,1.9,1.6,1.853,1.165,2.42,12.71
2017,2,19,1,9392,5476.2,5505.2,4902.9,657.41,2.6,1.813,2.047,-1.089,-3.378,0.156,0.143,0.111,2.6,2,1.6,1.807,1.466,2.562,12.69
2017,2,19,2,9330.5,5541.8,5525.8,4871.4,616.1,2.4,1.891,2.073,-1.234,-1.499,0.146,0.151,0.1,2.4,2,1.6,2.261,1.208,-6.222,12.67
2017,2,19,3,9445,5587.3,5505.7,4928.5,626.73,2.4,1.917,2.073,-1.258,-2.752,0.143,0.159,0.122,2.4,2.1,1.6,2.411,1.019,0,12.64
2017,2,19,4,9447.5,5586.7,5468.4,4920.3,622.39,2.5,1.891,2.073,-1.234,-3.608,0.169,0.138,0.115,2.5,1.9,1.6,1.437,1.695,1.742,12.62
2017,2,19,5,9560.6,5603.3,5400.5,4842.2,673.26,2.5,1.762,2.047,-1.258,-5.145,0.156,0.139,0.106,2.5,1.9,1.6,1.808,1.611,7.259,12.6
2017,2,19,6,9447.5,5597.3,5399.9,4841.7,654.41,2.5,1.943,2.021,-1.282,-5.545,0.156,0.148,0.123,2.5,1.9,1.6,1.808,1.279,1.013,12.58
2017,2,19,7,9387.1,5531.2,5428.2,4841.7,700.09,2.4,1.84,1.996,-1.282,-4.832,0.156,0.156,0.114,2.4,1.9,1.6,1.809,1.078,1.894,12.57
2017,2,19,8,9159.5,5540.2,5409.6,4818,686.47,2.4,1.813,2.073,-1.016,-4.247,0.156,0.147,0.107,2.4,1.9,1.6,1.809,1.318,5.444,13.13
2017,2,19,9,9187.8,5505,5514.8,4934.9,690.61,2.4,1.891,2.021,-1.451,-1.904,0.187,0.147,0.115,2.4,2,1.6,1.107,1.318,1.742,13.66
2017,2,19,10,9618.7,5596.8,5323,4860.9,658.42,2.5,1.917,2.047,-1.258,0.113,0.176,0.14,0.121,2.5,1.9,1.6,1.284,1.591,1.117,13.65
2017,2,19,11,9079.6,5567.5,5476,4860.5,637.92,2.6,1.813,2.021,-1.282,1.145,0.193,0.147,0.123,2.6,1.9,1.6,1.023,1.318,1.013,13.77
2017,2,19,12,9279,5494.9,5340.7,4764.1,690.78,2.6,1.865,1.995,-1.282,1.349,0.182,0.126,0.106,2.6,1.9,1.6,1.179,2.559,7.259,13.72
2017,2,19,13,9048.9,5394.1,5292.9,4697,648.87,2.5,1.865,1.969,-1.258,1.607,0.157,0.138,0.119,2.5,1.9,1.6,2.134,1.695,1.244,13.93
2017,2,19,14,9333.1,5386.4,5361.3,4532.5,638.14,2.5,1.891,2.021,-1.306,-0.505,0.179,0.149,0.124,2.5,1.9,1.6,1.233,1.267,0.968,13.66
2017,2,19,15,9419.3,5385.9,5187.8,4494.3,644.12,2.5,1.865,2.021,-1.282,-2.659,0.157,0.135,0.118,2.5,1.9,1.6,1.778,1.838,1.361,13.92
2017,2,19,16,8962.7,5266.7,5295.4,4639.2,659.58,2.5,1.891,2.1,-1.282,-2.962,0.16,0.133,0.121,2.5,2,1.6,1.682,1.947,1.117,13.83
2017,2,19,17,9363.8,5349.7,5207.5,4523.4,582.32,2.6,1.891,2.073,-1.258,-3.171,0.148,0.121,0.111,2.6,1.9,1.6,2.126,3.434,2.722,13.64
2017,2,19,18,9532.4,5275.7,5149.2,4534.3,657.28,2.5,1.865,2.021,-1.21,-3.401,0.177,0.145,0.12,2.5,1.9,1.6,1.269,1.388,1.177,12.92
2017,2,19,19,9131.3,5266.2,5119.1,4495.2,632.92,2.4,1.865,1.943,-1.234,-3.194,0.174,0.136,0.122,2.4,1.9,1.6,1.323,1.763,1.037,12.81
2017,2,19,20,9480.9,5340.1,5130.6,4464.3,632.22,2.7,1.891,2.021,-1.354,-3.332,0.204,0.154,0.111,2.7,1.9,1.6,0.903,1.145,2.562,12.78
2017,2,19,21,9419.3,5202.2,5120.1,4620.5,679.77,2.5,1.865,1.995,-1.282,-3.928,0.182,0.122,0.115,2.5,1.9,1.6,1.415,3.107,1.742,12.75
2017,2,19,22,9361.4,5357.3,5226.6,4649.7,654.76,2.5,1.865,2.021,-1.258,-3.883,0.188,0.121,0.104,2.5,1.9,1.6,1.096,3.346,21.78,12.73
2017,2,19,23,9419.4,5338.6,5206.5,4762.4,671.47,2.5,1.813,2.021,-1.379,-3.906,0.179,0.13,0.111,2.5,1.9,1.6,1.233,2.212,2.562,12.71
